1	1	1	1	2	2	1	2	2	1		AT1	AT2	AT3	AT4	AT5	AT6	AT7	AT8	AT9	Class
2	1	0	1	1	2	2	1	0	1		2	1	1	0	1	2	1	2	0	1
2	1	0	1	1	2	0	1	2	1		2	1	1	0	1	2	1	0	2	1
2	1	0	1	1	0	2	1	2	1		2	1	1	0	1	2	2	1	0	1
2	1	0	2	1	1	0	1	2	1		2	1	1	0	1	2	0	1	2	1
2	1	0	2	1	2	1	1	0	1		2	1	1	0	1	0	1	2	2	1
2	1	0	2	1	2	0	1	1	1		2	1	1	0	1	0	2	1	2	1
2	1	0	2	1	0	1	1	2	1		2	1	1	0	2	1	2	0	1	1
2	1	0	2	1	0	0	1	0	1		2	1	1	0	2	1	0	2	1	1
2	1	0	2	2	0	1	1	1	1		2	1	1	0	0	1	2	2	1	1
2	1	0	2	0	2	1	1	1	1		2	1	2	1	1	1	1	2	2	1
2	1	0	0	1	1	2	1	2	1		2	1	2	1	1	1	2	1	2	1
2	1	0	0	1	2	1	1	2	1		2	1	2	1	1	1	2	2	1	1
2	1	0	0	1	2	2	1	1	1		2	1	2	1	1	1	2	0	0	1
2	1	0	0	1	2	0	1	0	1		2	1	2	1	1	1	0	2	0	1
2	1	0	0	1	0	2	1	0	1		2	1	2	1	1	1	0	0	2	1
2	1	0	0	1	0	0	1	2	1		2	1	2	1	1	2	2	1	1	1
2	1	0	0	2	2	1	1	1	1		2	1	2	1	1	2	0	1	0	1
2	2	1	1	1	1	1	2	2	1		2	1	2	1	1	0	2	1	0	1
2	2	1	1	1	1	2	1	2	1		2	1	2	1	1	0	0	1	2	1
2	2	1	1	1	1	2	2	1	1		2	1	2	1	2	2	1	1	1	1
2	2	1	1	1	1	2	0	0	1		2	1	2	2	1	1	1	1	2	1
2	2	1	1	1	1	0	2	0	1		2	1	2	2	1	1	0	1	0	1
2	2	1	1	1	1	0	0	2	1		2	1	2	2	1	2	1	1	1	1
2	2	1	1	1	2	1	1	2	1		2	1	2	2	1	0	1	1	0	1
2	2	1	1	1	2	1	2	1	1		2	1	2	2	1	0	0	1	1	1
2	2	1	1	1	2	1	0	0	1		2	1	2	2	2	1	1	1	1	1
2	2	1	1	1	0	1	2	0	1		2	1	2	2	0	0	1	1	1	1
2	2	1	1	1	0	1	0	2	1		2	1	2	0	1	1	2	1	0	1
2	2	1	1	2	1	2	1	1	1		2	1	2	0	1	1	0	1	2	1
2	2	1	1	2	1	0	0	1	1		2	1	2	0	1	2	1	1	0	1
2	2	1	1	2	2	1	1	1	1		2	1	2	0	1	2	0	1	1	1
2	2	1	1	0	1	2	0	1	1		2	1	2	0	1	0	1	1	2	1
2	2	1	1	0	1	0	2	1	1		2	1	2	0	1	0	2	1	1	1
2	2	1	2	1	1	1	1	2	1		2	1	2	0	1	0	0	1	0	1
2	2	1	2	1	1	1	2	1	1		2	1	2	0	2	0	1	1	1	1
2	2	1	2	1	1	1	0	0	1		2	1	2	0	0	2	1	1	1	1
2	2	1	2	1	1	0	0	1	1		2	1	0	1	1	1	2	2	0	1
2	2	1	2	1	2	1	1	1	1		2	1	0	1	1	1	2	0	2	1
2	2	1	2	1	0	1	1	0	1		2	1	0	1	1	1	0	2	2	1
2	2	1	2	1	0	1	0	1	1		2	1	0	1	1	2	2	1	0	1
2	2	1	2	2	1	1	1	1	1		2	1	0	1	1	2	0	1	2	1
2	2	1	2	0	1	1	0	1	1		2	1	0	1	1	0	2	1	2	1
2	2	1	2	0	1	0	1	1	1		2	1	0	2	1	1	0	1	2	1
2	2	1	2	0	0	1	1	1	1		2	1	0	2	1	2	1	1	0	1
2	2	1	0	1	1	1	2	0	1		2	1	0	2	1	2	0	1	1	1
2	2	1	0	1	1	1	0	2	1		2	1	0	2	1	0	1	1	2	1
2	2	1	0	1	1	2	0	1	1		2	1	0	2	1	0	0	1	0	1
2	2	1	0	1	1	0	2	1	1		2	1	0	2	2	0	1	1	1	1
2	2	1	0	1	2	1	1	0	1		2	1	0	2	0	2	1	1	1	1
2	2	1	0	1	2	1	0	1	1		2	1	0	0	1	1	2	1	2	1
2	2	1	0	1	0	1	1	2	1		2	1	0	0	1	2	1	1	2	1
2	2	1	0	1	0	1	2	1	1		2	1	0	0	1	2	2	1	1	1
2	2	1	0	1	0	1	0	0	1		2	1	0	0	1	2	0	1	0	1
2	2	1	0	2	1	1	0	1	1		2	1	0	0	1	0	2	1	0	1
2	2	1	0	2	1	0	1	1	1		2	1	0	0	1	0	0	1	2	1
2	2	1	0	2	0	1	1	1	1		2	1	0	0	2	2	1	1	1	1
2	2	1	0	0	1	1	2	1	1		2	2	1	1	1	1	1	2	2	1
2	2	1	0	0	1	2	1	1	1		2	2	1	1	1	1	2	1	2	1
2	2	1	0	0	1	0	0	1	1		2	2	1	1	1	1	2	2	1	1
2	2	1	0	0	2	1	1	1	1		2	2	1	1	1	1	2	0	0	1
2	2	0	1	1	1	1	2	0	1		2	2	1	1	1	1	0	2	0	1
2	2	0	1	1	1	1	0	2	1		2	2	1	1	1	1	0	0	2	1
2	2	0	1	1	1	2	1	0	1		2	2	1	1	1	2	1	1	2	1
2	2	0	1	1	1	2	0	1	1		2	2	1	1	1	2	1	2	1	1
2	2	0	1	1	1	0	1	2	1		2	2	1	1	1	2	1	0	0	1
2	2	0	1	1	1	0	2	1	1		2	2	1	1	1	0	1	2	0	1
2	2	0	1	1	1	0	0	0	1		2	2	1	1	1	0	1	0	2	1
2	2	0	1	2	0	1	1	1	1		2	2	1	1	2	1	2	1	1	1
2	2	0	1	0	2	1	1	1	1		2	2	1	1	2	1	0	0	1	1
2	2	0	2	1	0	1	1	1	1		2	2	1	1	2	2	1	1	1	1
2	2	0	2	0	1	1	1	1	1		2	2	1	1	0	1	2	0	1	1
2	2	0	0	1	2	1	1	1	1		2	2	1	1	0	1	0	2	1	1
2	2	0	0	2	1	1	1	1	1		2	2	1	2	1	1	1	1	2	1
2	2	0	0	0	0	1	1	1	1		2	2	1	2	1	1	1	2	1	1
2	0	1	1	1	1	2	2	0	1		2	2	1	2	1	1	1	0	0	1
2	0	1	1	1	1	2	0	2	1		2	2	1	2	1	1	0	0	1	1
2	0	1	1	1	1	0	2	2	1		2	2	1	2	1	2	1	1	1	1
2	0	1	1	1	2	1	2	0	1		2	2	1	2	1	0	1	1	0	1
2	0	1	1	1	2	1	0	2	1		2	2	1	2	1	0	1	0	1	1
2	0	1	1	1	0	1	2	2	1		2	2	1	2	2	1	1	1	1	1
2	0	1	1	2	1	2	0	1	1		2	2	1	2	0	1	1	0	1	1
2	0	1	1	2	1	0	2	1	1		2	2	1	2	0	1	0	1	1	1
2	0	1	1	0	1	2	2	1	1		2	2	1	2	0	0	1	1	1	1
2	0	1	2	1	1	1	2	0	1		2	2	1	0	1	1	1	2	0	1
2	0	1	2	1	1	1	0	2	1		2	2	1	0	1	1	1	0	2	1
2	0	1	2	1	1	0	2	1	1		2	2	1	0	1	1	2	0	1	1
2	0	1	2	1	2	1	1	0	1		2	2	1	0	1	1	0	2	1	1
2	0	1	2	1	2	1	0	1	1		2	2	1	0	1	2	1	1	0	1
2	0	1	2	1	0	1	1	2	1		2	2	1	0	1	2	1	0	1	1
2	0	1	2	1	0	1	2	1	1		2	2	1	0	1	0	1	1	2	1
2	0	1	2	1	0	1	0	0	1		2	2	1	0	1	0	1	2	1	1
2	0	1	2	2	1	1	0	1	1		2	2	1	0	1	0	1	0	0	1
2	0	1	2	2	1	0	1	1	1		2	2	1	0	2	1	1	0	1	1
2	0	1	2	2	0	1	1	1	1		2	2	1	0	2	1	0	1	1	1
2	0	1	2	0	1	1	2	1	1		2	2	1	0	2	0	1	1	1	1
2	0	1	2	0	1	0	0	1	1		2	2	1	0	0	1	1	2	1	1
2	0	1	2	0	2	1	1	1	1		2	2	1	0	0	1	2	1	1	1
2	0	1	0	1	1	1	2	2	1		2	2	1	0	0	1	0	0	1	1
2	0	1	0	1	1	2	2	1	1		2	2	1	0	0	2	1	1	1	1
2	0	1	0	1	2	1	1	2	1		2	2	0	1	1	1	1	2	0	1
2	0	1	0	1	2	1	2	1	1		2	2	0	1	1	1	1	0	2	1
2	0	1	0	1	2	1	0	0	1		2	2	0	1	1	1	2	1	0	1
2	0	1	0	1	0	1	2	0	1		2	2	0	1	1	1	2	0	1	1
2	0	1	0	1	0	1	0	2	1		2	2	0	1	1	1	0	1	2	1
2	0	1	0	2	1	1	2	1	1		2	2	0	1	1	1	0	2	1	1
2	0	1	0	2	1	2	1	1	1		2	2	0	1	1	1	0	0	0	1
2	0	1	0	2	1	0	0	1	1		2	2	0	1	2	0	1	1	1	1
2	0	1	0	2	2	1	1	1	1		2	2	0	1	0	2	1	1	1	1
2	0	1	0	0	1	2	0	1	1		2	2	0	2	1	0	1	1	1	1
2	0	1	0	0	1	0	2	1	1		2	2	0	2	0	1	1	1	1	1
2	0	2	1	1	1	1	2	0	1		2	2	0	0	1	2	1	1	1	1
2	0	2	1	1	1	1	0	2	1		2	2	0	0	2	1	1	1	1	1
2	0	2	1	1	1	2	1	0	1		2	2	0	0	0	0	1	1	1	1
2	0	2	1	1	1	2	0	1	1		2	0	1	1	1	1	2	2	0	1
2	0	2	1	1	1	0	1	2	1		2	0	1	1	1	1	2	0	2	1
2	0	2	1	1	1	0	2	1	1		2	0	1	1	1	1	0	2	2	1
2	0	2	1	1	1	0	0	0	1		2	0	1	1	1	2	1	2	0	1
2	0	2	1	2	0	1	1	1	1		2	0	1	1	1	2	1	0	2	1
2	0	2	1	0	2	1	1	1	1		2	0	1	1	1	0	1	2	2	1
2	0	2	2	1	0	1	1	1	1		2	0	1	1	2	1	2	0	1	1
2	0	2	2	0	1	1	1	1	1		2	0	1	1	2	1	0	2	1	1
2	0	2	0	1	2	1	1	1	1		2	0	1	1	0	1	2	2	1	1
2	0	2	0	2	1	1	1	1	1		2	0	1	2	1	1	1	2	0	1
2	0	2	0	0	0	1	1	1	1		2	0	1	2	1	1	1	0	2	1
2	0	0	1	1	1	1	2	2	1		2	0	1	2	1	1	0	2	1	1
2	0	0	1	1	1	2	1	2	1		2	0	1	2	1	2	1	1	0	1
2	0	0	1	1	1	2	2	1	1		2	0	1	2	1	2	1	0	1	1
2	0	0	1	1	1	2	0	0	1		2	0	1	2	1	0	1	1	2	1
2	0	0	1	1	1	0	2	0	1		2	0	1	2	1	0	1	2	1	1
2	0	0	1	1	1	0	0	2	1		2	0	1	2	1	0	1	0	0	1
2	0	0	1	2	2	1	1	1	1		2	0	1	2	2	1	1	0	1	1
2	0	0	2	1	2	1	1	1	1		2	0	1	2	2	1	0	1	1	1
2	0	0	2	2	1	1	1	1	1		2	0	1	2	2	0	1	1	1	1
2	0	0	2	0	0	1	1	1	1		2	0	1	2	0	1	1	2	1	1
2	0	0	0	2	0	1	1	1	1		2	0	1	2	0	1	0	0	1	1
2	0	0	0	0	2	1	1	1	1		2	0	1	2	0	2	1	1	1	1
0	1	1	2	1	2	1	2	0	1		2	0	1	0	1	1	1	2	2	1
0	1	1	2	1	2	1	0	2	1		2	0	1	0	1	1	2	2	1	1
0	1	1	2	1	2	2	1	0	1		2	0	1	0	1	2	1	1	2	1
0	1	1	2	1	2	0	1	2	1		2	0	1	0	1	2	1	2	1	1
0	1	1	2	1	0	1	2	2	1		2	0	1	0	1	2	1	0	0	1
0	1	1	2	1	0	2	1	2	1		2	0	1	0	1	0	1	2	0	1
0	1	1	2	2	1	2	0	1	1		2	0	1	0	1	0	1	0	2	1
0	1	1	2	2	1	0	2	1	1		2	0	1	0	2	1	1	2	1	1
0	1	1	2	0	1	2	2	1	1		2	0	1	0	2	1	2	1	1	1
0	1	1	0	1	2	1	2	2	1		2	0	1	0	2	1	0	0	1	1
0	1	1	0	1	2	2	1	2	1		2	0	1	0	2	2	1	1	1	1
0	1	1	0	2	1	2	2	1	1		2	0	1	0	0	1	2	0	1	1
0	1	2	1	1	1	2	2	0	1		2	0	1	0	0	1	0	2	1	1
0	1	2	1	1	1	2	0	2	1		2	0	2	1	1	1	1	2	0	1
0	1	2	1	1	1	0	2	2	1		2	0	2	1	1	1	1	0	2	1
0	1	2	1	1	2	2	1	0	1		2	0	2	1	1	1	2	1	0	1
0	1	2	1	1	0	2	1	2	1		2	0	2	1	1	1	2	0	1	1
0	1	2	2	1	1	2	1	0	1		2	0	2	1	1	1	0	1	2	1
0	1	2	2	1	1	0	1	2	1		2	0	2	1	1	1	0	2	1	1
0	1	2	2	1	2	1	1	0	1		2	0	2	1	1	1	0	0	0	1
0	1	2	2	1	2	0	1	1	1		2	0	2	1	2	0	1	1	1	1
0	1	2	2	1	0	1	1	2	1		2	0	2	1	0	2	1	1	1	1
0	1	2	2	1	0	2	1	1	1		2	0	2	2	1	0	1	1	1	1
0	1	2	2	1	0	0	1	0	1		2	0	2	2	0	1	1	1	1	1
0	1	2	2	2	0	1	1	1	1		2	0	2	0	1	2	1	1	1	1
0	1	2	2	0	2	1	1	1	1		2	0	2	0	2	1	1	1	1	1
0	1	2	0	1	1	2	1	2	1		2	0	2	0	0	0	1	1	1	1
0	1	2	0	1	2	2	1	1	1		2	0	0	1	1	1	1	2	2	1
0	1	2	0	1	2	0	1	0	1		2	0	0	1	1	1	2	1	2	1
0	1	2	0	1	0	2	1	0	1		2	0	0	1	1	1	2	2	1	1
0	1	2	0	1	0	0	1	2	1		2	0	0	1	1	1	2	0	0	1
0	1	2	0	2	2	1	1	1	1		2	0	0	1	1	1	0	2	0	1
0	1	0	1	1	2	2	1	2	1		2	0	0	1	1	1	0	0	2	1
0	1	0	2	1	1	2	1	2	1		2	0	0	1	2	2	1	1	1	1
0	1	0	2	1	2	1	1	2	1		2	0	0	2	1	2	1	1	1	1
0	1	0	2	1	2	2	1	1	1		2	0	0	2	2	1	1	1	1	1
0	1	0	2	1	2	0	1	0	1		2	0	0	2	0	0	1	1	1	1
0	1	0	2	1	0	2	1	0	1		2	0	0	0	2	0	1	1	1	1
0	1	0	2	1	0	0	1	2	1		2	0	0	0	0	2	1	1	1	1
0	1	0	0	1	2	2	1	0	1		0	1	1	2	1	2	1	2	0	1
0	1	0	0	1	2	0	1	2	1		0	1	1	2	1	2	1	0	2	1
0	1	0	0	1	0	2	1	2	1		0	1	1	2	1	2	2	1	0	1
0	2	1	1	1	1	2	2	0	1		0	1	1	2	1	2	0	1	2	1
0	2	1	1	1	1	2	0	2	1		0	1	1	2	1	0	1	2	2	1
0	2	1	1	1	1	0	2	2	1		0	1	1	2	1	0	2	1	2	1
0	2	1	1	1	2	1	2	0	1		0	1	1	2	2	1	2	0	1	1
0	2	1	1	1	2	1	0	2	1		0	1	1	2	2	1	0	2	1	1
0	2	1	1	1	0	1	2	2	1		0	1	1	2	0	1	2	2	1	1
0	2	1	1	2	1	2	0	1	1		0	1	1	0	1	2	1	2	2	1
0	2	1	1	0	1	2	2	1	1		0	1	1	0	1	2	2	1	2	1
0	2	1	2	1	1	1	2	0	1		0	1	1	0	2	1	2	2	1	1
0	2	1	2	1	1	1	0	2	1		0	1	2	1	1	1	2	2	0	1
0	2	1	2	1	1	2	0	1	1		0	1	2	1	1	1	2	0	2	1
0	2	1	2	1	1	0	2	1	1		0	1	2	1	1	1	0	2	2	1
0	2	1	2	1	2	1	1	0	1		0	1	2	1	1	2	2	1	0	1
0	2	1	2	1	2	1	0	1	1		0	1	2	1	1	0	2	1	2	1
0	2	1	2	1	0	1	1	2	1		0	1	2	2	1	1	2	1	0	1
0	2	1	2	1	0	1	2	1	1		0	1	2	2	1	1	0	1	2	1
0	2	1	2	1	0	1	0	0	1		0	1	2	2	1	2	1	1	0	1
0	2	1	2	2	1	1	0	1	1		0	1	2	2	1	2	0	1	1	1
0	2	1	2	2	1	0	1	1	1		0	1	2	2	1	0	1	1	2	1
0	2	1	2	2	0	1	1	1	1		0	1	2	2	1	0	2	1	1	1
0	2	1	2	0	1	1	2	1	1		0	1	2	2	1	0	0	1	0	1
0	2	1	2	0	1	2	1	1	1		0	1	2	2	2	0	1	1	1	1
0	2	1	2	0	1	0	0	1	1		0	1	2	2	0	2	1	1	1	1
0	2	1	2	0	2	1	1	1	1		0	1	2	0	1	1	2	1	2	1
0	2	1	0	1	1	1	2	2	1		0	1	2	0	1	2	2	1	1	1
0	2	1	0	1	1	2	2	1	1		0	1	2	0	1	2	0	1	0	1
0	2	1	0	1	2	1	1	2	1		0	1	2	0	1	0	2	1	0	1
0	2	1	0	1	2	1	2	1	1		0	1	2	0	1	0	0	1	2	1
0	2	1	0	1	2	1	0	0	1		0	1	2	0	2	2	1	1	1	1
0	2	1	0	1	0	1	2	0	1		0	1	0	1	1	2	2	1	2	1
0	2	1	0	1	0	1	0	2	1		0	1	0	2	1	1	2	1	2	1
0	2	1	0	2	1	2	1	1	1		0	1	0	2	1	2	1	1	2	1
0	2	1	0	2	1	0	0	1	1		0	1	0	2	1	2	2	1	1	1
0	2	1	0	2	2	1	1	1	1		0	1	0	2	1	2	0	1	0	1
0	2	1	0	0	1	2	0	1	1		0	1	0	2	1	0	2	1	0	1
0	2	1	0	0	1	0	2	1	1		0	1	0	2	1	0	0	1	2	1
0	2	2	1	1	1	1	2	0	1		0	1	0	0	1	2	2	1	0	1
0	2	2	1	1	1	1	0	2	1		0	1	0	0	1	2	0	1	2	1
0	2	2	1	1	1	2	1	0	1		0	1	0	0	1	0	2	1	2	1
0	2	2	1	1	1	2	0	1	1		0	2	1	1	1	1	2	2	0	1
0	2	2	1	1	1	0	1	2	1		0	2	1	1	1	1	2	0	2	1
0	2	2	1	1	1	0	2	1	1		0	2	1	1	1	1	0	2	2	1
0	2	2	1	1	1	0	0	0	1		0	2	1	1	1	2	1	2	0	1
0	2	2	1	2	0	1	1	1	1		0	2	1	1	1	2	1	0	2	1
0	2	2	1	0	2	1	1	1	1		0	2	1	1	1	0	1	2	2	1
0	2	2	2	1	0	1	1	1	1		0	2	1	1	2	1	2	0	1	1
0	2	2	2	0	1	1	1	1	1		0	2	1	1	0	1	2	2	1	1
0	2	2	0	1	2	1	1	1	1		0	2	1	2	1	1	1	2	0	1
0	2	2	0	2	1	1	1	1	1		0	2	1	2	1	1	1	0	2	1
0	2	2	0	0	0	1	1	1	1		0	2	1	2	1	1	2	0	1	1
0	2	0	1	1	1	1	2	2	1		0	2	1	2	1	1	0	2	1	1
0	2	0	1	1	1	2	1	2	1		0	2	1	2	1	2	1	1	0	1
0	2	0	1	1	1	2	2	1	1		0	2	1	2	1	2	1	0	1	1
0	2	0	1	1	1	2	0	0	1		0	2	1	2	1	0	1	1	2	1
0	2	0	1	1	1	0	2	0	1		0	2	1	2	1	0	1	2	1	1
0	2	0	1	1	1	0	0	2	1		0	2	1	2	1	0	1	0	0	1
0	2	0	1	2	2	1	1	1	1		0	2	1	2	2	1	1	0	1	1
0	2	0	2	1	2	1	1	1	1		0	2	1	2	2	1	0	1	1	1
0	2	0	2	2	1	1	1	1	1		0	2	1	2	2	0	1	1	1	1
0	2	0	2	0	0	1	1	1	1		0	2	1	2	0	1	1	2	1	1
0	2	0	0	2	0	1	1	1	1		0	2	1	2	0	1	2	1	1	1
0	2	0	0	0	2	1	1	1	1		0	2	1	2	0	1	0	0	1	1
0	0	1	1	1	2	1	2	2	1		0	2	1	2	0	2	1	1	1	1
0	0	1	1	2	1	2	2	1	1		0	2	1	0	1	1	1	2	2	1
0	0	1	2	1	1	1	2	2	1		0	2	1	0	1	1	2	2	1	1
0	0	1	2	1	1	2	2	1	1		0	2	1	0	1	2	1	1	2	1
0	0	1	2	1	2	1	1	2	1		0	2	1	0	1	2	1	2	1	1
0	0	1	2	1	2	1	2	1	1		0	2	1	0	1	2	1	0	0	1
0	0	1	2	1	2	1	0	0	1		0	2	1	0	1	0	1	2	0	1
0	0	1	2	1	0	1	2	0	1		0	2	1	0	1	0	1	0	2	1
0	0	1	2	1	0	1	0	2	1		0	2	1	0	2	1	2	1	1	1
0	0	1	2	2	1	1	2	1	1		0	2	1	0	2	1	0	0	1	1
0	0	1	2	2	1	2	1	1	1		0	2	1	0	2	2	1	1	1	1
0	0	1	2	2	1	0	0	1	1		0	2	1	0	0	1	2	0	1	1
0	0	1	2	0	1	2	0	1	1		0	2	1	0	0	1	0	2	1	1
0	0	1	2	0	1	0	2	1	1		0	2	2	1	1	1	1	2	0	1
0	0	1	0	1	2	1	2	0	1		0	2	2	1	1	1	1	0	2	1
0	0	1	0	1	2	1	0	2	1		0	2	2	1	1	1	2	1	0	1
0	0	1	0	1	0	1	2	2	1		0	2	2	1	1	1	2	0	1	1
0	0	1	0	2	1	2	0	1	1		0	2	2	1	1	1	0	1	2	1
0	0	1	0	2	1	0	2	1	1		0	2	2	1	1	1	0	2	1	1
0	0	1	0	0	1	2	2	1	1		0	2	2	1	1	1	0	0	0	1
0	0	2	1	1	1	1	2	2	1		0	2	2	1	2	0	1	1	1	1
0	0	2	1	1	1	2	1	2	1		0	2	2	1	0	2	1	1	1	1
0	0	2	1	1	1	2	2	1	1		0	2	2	2	1	0	1	1	1	1
0	0	2	1	1	1	2	0	0	1		0	2	2	2	0	1	1	1	1	1
0	0	2	1	1	1	0	2	0	1		0	2	2	0	1	2	1	1	1	1
0	0	2	1	1	1	0	0	2	1		0	2	2	0	2	1	1	1	1	1
0	0	2	1	2	2	1	1	1	1		0	2	2	0	0	0	1	1	1	1
0	0	2	2	1	2	1	1	1	1		0	2	0	1	1	1	1	2	2	1
0	0	2	2	2	1	1	1	1	1		0	2	0	1	1	1	2	1	2	1
0	0	2	2	0	0	1	1	1	1		0	2	0	1	1	1	2	2	1	1
0	0	2	0	2	0	1	1	1	1		0	2	0	1	1	1	2	0	0	1
0	0	2	0	0	2	1	1	1	1		0	2	0	1	1	1	0	2	0	1
0	0	0	1	1	1	2	2	0	1		0	2	0	1	1	1	0	0	2	1
0	0	0	1	1	1	2	0	2	1		0	2	0	1	2	2	1	1	1	1
0	0	0	1	1	1	0	2	2	1		0	2	0	2	1	2	1	1	1	1
0	0	0	2	2	0	1	1	1	1		0	2	0	2	2	1	1	1	1	1
0	0	0	2	0	2	1	1	1	1		0	2	0	2	0	0	1	1	1	1
0	0	0	0	2	2	1	1	1	1		0	2	0	0	2	0	1	1	1	1
1	1	2	1	1	2	2	0	2	2		0	2	0	0	0	2	1	1	1	1
1	1	2	1	1	2	0	2	2	2		0	0	1	1	1	2	1	2	2	1
1	1	2	1	1	0	2	2	2	2		0	0	1	1	2	1	2	2	1	1
1	1	2	1	2	1	2	2	0	2		0	0	1	2	1	1	1	2	2	1
1	1	2	1	2	1	2	0	2	2		0	0	1	2	1	1	2	2	1	1
1	1	2	1	2	2	2	1	0	2		0	0	1	2	1	2	1	1	2	1
1	1	2	1	2	2	2	0	1	2		0	0	1	2	1	2	1	2	1	1
1	1	2	1	2	2	0	1	2	2		0	0	1	2	1	2	1	0	0	1
1	1	2	1	2	0	2	1	2	2		0	0	1	2	1	0	1	2	0	1
1	1	2	1	2	0	2	2	1	2		0	0	1	2	1	0	1	0	2	1
1	1	2	1	2	0	2	0	0	2		0	0	1	2	2	1	1	2	1	1
1	1	2	1	0	1	2	2	2	2		0	0	1	2	2	1	2	1	1	1
1	1	2	1	0	2	2	1	2	2		0	0	1	2	2	1	0	0	1	1
1	1	2	1	0	2	0	0	2	2		0	0	1	2	0	1	2	0	1	1
1	1	2	2	1	2	1	0	2	2		0	0	1	2	0	1	0	2	1	1
1	1	2	2	2	1	2	1	0	2		0	0	1	0	1	2	1	2	0	1
1	1	2	2	2	1	2	0	1	2		0	0	1	0	1	2	1	0	2	1
1	1	2	2	2	2	1	1	0	2		0	0	1	0	1	0	1	2	2	1
1	1	2	2	2	2	1	0	1	2		0	0	1	0	2	1	2	0	1	1
1	1	2	2	2	2	0	1	1	2		0	0	1	0	2	1	0	2	1	1
1	1	2	2	2	0	2	1	1	2		0	0	1	0	0	1	2	2	1	1
1	1	2	2	0	2	1	1	2	2		0	0	2	1	1	1	1	2	2	1
1	1	2	0	1	1	2	2	2	2		0	0	2	1	1	1	2	1	2	1
1	1	2	0	1	2	1	2	2	2		0	0	2	1	1	1	2	2	1	1
1	1	2	0	1	2	0	0	2	2		0	0	2	1	1	1	2	0	0	1
1	1	2	0	2	1	2	1	2	2		0	0	2	1	1	1	0	2	0	1
1	1	2	0	2	1	2	2	1	2		0	0	2	1	1	1	0	0	2	1
1	1	2	0	2	1	2	0	0	2		0	0	2	1	2	2	1	1	1	1
1	1	2	0	2	2	1	1	2	2		0	0	2	2	1	2	1	1	1	1
1	1	2	0	2	2	2	1	1	2		0	0	2	2	2	1	1	1	1	1
1	1	2	0	2	0	2	1	0	2		0	0	2	2	0	0	1	1	1	1
1	1	2	0	2	0	2	0	1	2		0	0	2	0	2	0	1	1	1	1
1	1	2	0	0	2	1	0	2	2		0	0	2	0	0	2	1	1	1	1
1	1	2	0	0	2	0	1	2	2		0	0	0	1	1	1	2	2	0	1
1	1	0	1	1	2	2	2	2	2		0	0	0	1	1	1	2	0	2	1
1	1	0	1	2	1	2	2	2	2		0	0	0	1	1	1	0	2	2	1
1	1	0	1	0	0	2	2	2	2		0	0	0	2	2	0	1	1	1	1
1	1	0	2	1	1	2	2	2	2		0	0	0	2	0	2	1	1	1	1
1	1	0	2	2	2	1	1	2	2		0	0	0	0	2	2	1	1	1	1
1	1	0	2	2	2	1	2	1	2											
1	1	0	2	2	2	1	0	0	2											
1	1	0	2	2	2	2	1	1	2											
1	1	0	2	2	2	0	1	0	2											
1	1	0	2	2	2	0	0	1	2											
1	1	0	0	1	0	2	2	2	2											
1	1	0	0	0	1	2	2	2	2											
1	2	1	1	1	0	2	2	2	2											
1	2	1	1	2	1	2	2	0	2											
1	2	1	1	2	1	0	2	2	2											
1	2	1	1	2	2	0	2	1	2											
1	2	1	1	2	0	2	2	1	2											
1	2	1	1	2	0	0	2	0	2											
1	2	1	1	0	1	2	2	2	2											
1	2	1	2	2	1	1	2	0	2											
1	2	1	2	2	2	1	1	0	2											
1	2	1	2	2	2	1	0	1	2											
1	2	1	2	2	2	0	1	1	2											
1	2	1	2	2	0	1	2	1	2											
1	2	1	0	1	1	2	2	2	2											
1	2	1	0	2	1	1	2	2	2											
1	2	1	0	2	1	0	2	0	2											
1	2	1	0	2	2	1	2	1	2											
1	2	1	0	2	0	1	2	0	2											
1	2	1	0	2	0	0	2	1	2											
1	2	2	1	1	2	0	1	2	2											
1	2	2	1	2	1	2	1	0	2											
1	2	2	1	2	1	2	0	1	2											
1	2	2	1	2	1	0	2	1	2											
1	2	2	1	2	0	2	1	1	2											
1	2	2	0	1	2	1	1	2	2											
1	2	2	0	2	1	1	2	1	2											
1	2	2	0	2	1	2	1	1	2											
1	2	0	1	2	1	2	2	1	2											
1	2	0	1	2	1	0	2	0	2											
1	2	0	1	2	0	0	2	1	2											
1	2	0	2	2	1	1	2	1	2											
1	2	0	0	2	1	1	2	0	2											
1	2	0	0	2	1	0	2	1	2											
1	2	0	0	2	0	1	2	1	2											
1	0	1	1	1	2	2	2	2	2											
1	0	1	1	2	1	2	2	2	2											
1	0	1	1	0	0	2	2	2	2											
1	0	1	2	1	1	2	2	2	2											
1	0	1	2	2	2	1	1	2	2											
1	0	1	2	2	2	1	2	1	2											
1	0	1	2	2	2	1	0	0	2											
1	0	1	2	2	2	2	1	1	2											
1	0	1	2	2	2	0	1	0	2											
1	0	1	2	2	2	0	0	1	2											
1	0	1	0	1	0	2	2	2	2											
1	0	1	0	0	1	2	2	2	2											
1	0	2	1	1	2	2	1	2	2											
1	0	2	1	1	2	0	0	2	2											
1	0	2	1	2	1	2	1	2	2											
1	0	2	1	2	1	2	2	1	2											
1	0	2	1	2	1	2	0	0	2											
1	0	2	1	2	2	2	1	1	2											
1	0	2	1	2	0	2	1	0	2											
1	0	2	1	2	0	2	0	1	2											
